totalWeeklyShareQuantity,issueSymbolIdentifier,issueName,lastUpdateDate,lastReportedDate,tierDescription,initialPublishedDate,tierIdentifier,summaryStartDate,totalNotionalSum,totalWeeklyTradeCount,weekStartDate,MPID,firmCRDNumber,productTypeCode,marketParticipantName,summaryTypeCode
284974.0,CURR,CURE Pharmaceutical Holding Corp. Common Stock,2023-01-17,2022-12-16,OTCE,2023-01-17,OTCE,2022-12-12,41774.0,87,2022-12-12,,,OTCE,,OTC_W_SMBL
766252.0,CURR,CURE Pharmaceutical Holding Corp. Common Stock,2022-02-28,2022-01-28,OTCE,2022-02-28,OTCE,2022-01-24,217552.0,202,2022-01-24,,0.0,,De Minimis Firms,OTC_W_SMBL_FIRM
766252.0,CURR,CURE Pharmaceutical Holding Corp. Common Stock,2022-02-28,2022-01-28,OTCE,2022-02-28,OTCE,2022-01-24,217552.0,202,2022-01-24,,,OTCE,,OTC_W_SMBL
34900.0,CURR,CURE Pharmaceutical Holding Corp. Common Stock,2022-02-28,2022-01-28,OTC,2022-02-28,OTCE,2022-01-24,10337.0,9,2022-01-24,OTCN,,,OTCN OTC LINK NQB IDQS,ATS_W_SMBL_FIRM
34900.0,CURR,CURE Pharmaceutical Holding Corp. Common Stock,2022-02-28,2022-01-28,OTC,2022-02-28,OTCE,2022-01-24,10337.0,9,2022-01-24,,,OTCE,,ATS_W_SMBL
476086.0,CURR,CURE Pharmaceutical Holding Corp. Common Stock,2023-03-06,2023-02-03,OTCE,2023-03-06,OTCE,2023-01-30,112453.0,102,2023-01-30,,,OTCE,,OTC_W_SMBL
476086.0,CURR,CURE Pharmaceutical Holding Corp. Common Stock,2023-03-06,2023-02-03,OTCE,2023-03-06,OTCE,2023-01-30,112453.0,102,2023-01-30,,0.0,,De Minimis Firms,OTC_W_SMBL_FIRM
65127.0,CURR,CURE Pharmaceutical Holding Corp. Common Stock,2023-03-06,2023-02-03,OTC,2023-03-06,OTCE,2023-01-30,15766.0,9,2023-01-30,OTCX,,,OTCX OTC LINK ECN ATS,ATS_W_SMBL_FIRM
65127.0,CURR,CURE Pharmaceutical Holding Corp. Common Stock,2023-03-06,2023-02-03,OTC,2023-03-06,OTCE,2023-01-30,15766.0,9,2023-01-30,,,OTCE,,ATS_W_SMBL
2961.0,CURR,CURE Pharmaceutical Holding Corp. Common Stock,2023-08-28,2023-07-28,OTCE,2023-08-28,OTCE,2023-07-24,247.0,5,2023-07-24,,,OTCE,,OTC_W_SMBL
2961.0,CURR,CURE Pharmaceutical Holding Corp. Common Stock,2023-08-28,2023-07-28,OTCE,2023-08-28,OTCE,2023-07-24,247.0,5,2023-07-24,,0.0,,De Minimis Firms,OTC_W_SMBL_FIRM
714347.0,CURR,CURE Pharmaceutical Holding Corp. Common Stock,2022-03-07,2022-02-04,OTCE,2022-03-07,OTCE,2022-01-31,189514.0,198,2022-01-31,,,OTCE,,OTC_W_SMBL
714347.0,CURR,CURE Pharmaceutical Holding Corp. Common Stock,2022-03-07,2022-02-04,OTCE,2022-03-07,OTCE,2022-01-31,189514.0,198,2022-01-31,,0.0,,De Minimis Firms,OTC_W_SMBL_FIRM
94825.0,CURR,CURE Pharmaceutical Holding Corp. Common Stock,2022-03-07,2022-02-04,OTC,2022-03-07,OTCE,2022-01-31,25007.0,23,2022-01-31,OTCN,,,OTCN OTC LINK NQB IDQS,ATS_W_SMBL_FIRM
94825.0,CURR,CURE Pharmaceutical Holding Corp. Common Stock,2022-03-07,2022-02-04,OTC,2022-03-07,OTCE,2022-01-31,25007.0,23,2022-01-31,,,OTCE,,ATS_W_SMBL
109200.0,CURR,CURE Pharmaceutical Holding Corp. Common Stock,2022-03-14,2022-02-11,OTC,2022-03-14,OTCE,2022-02-07,30774.0,22,2022-02-07,OTCN,,,OTCN OTC LINK NQB IDQS,ATS_W_SMBL_FIRM
12400.0,CURR,CURE Pharmaceutical Holding Corp. Common Stock,2022-03-14,2022-02-08,OTC,2022-03-14,OTCE,2022-02-07,3089.0,2,2022-02-07,OTCX,,,OTCX OTC LINK ECN ATS,ATS_W_SMBL_FIRM
993866.0,CURR,CURE Pharmaceutical Holding Corp. Common Stock,2022-03-14,2022-02-11,OTCE,2022-03-14,OTCE,2022-02-07,289008.0,219,2022-02-07,,,OTCE,,OTC_W_SMBL
121600.0,CURR,CURE Pharmaceutical Holding Corp. Common Stock,2022-03-14,2022-02-11,OTC,2022-03-14,OTCE,2022-02-07,33863.0,24,2022-02-07,,,OTCE,,ATS_W_SMBL
993866.0,CURR,CURE Pharmaceutical Holding Corp. Common Stock,2022-03-14,2022-02-11,OTCE,2022-03-14,OTCE,2022-02-07,289008.0,219,2022-02-07,,0.0,,De Minimis Firms,OTC_W_SMBL_FIRM
553043.0,CURR,CURE Pharmaceutical Holding Corp. Common Stock,2023-01-30,2022-12-30,OTCE,2023-01-30,OTCE,2022-12-26,78496.0,118,2022-12-26,,0.0,,De Minimis Firms,OTC_W_SMBL_FIRM
553043.0,CURR,CURE Pharmaceutical Holding Corp. Common Stock,2023-01-30,2022-12-30,OTCE,2023-01-30,OTCE,2022-12-26,78496.0,118,2022-12-26,,,OTCE,,OTC_W_SMBL
25710.0,CURR,CURE Pharmaceutical Holding Corp. Common Stock,2023-01-30,2022-12-30,OTC,2023-01-30,OTCE,2022-12-26,3139.0,5,2022-12-26,,,OTCE,,ATS_W_SMBL
25710.0,CURR,CURE Pharmaceutical Holding Corp. Common Stock,2023-01-30,2022-12-30,OTC,2023-01-30,OTCE,2022-12-26,3139.0,5,2022-12-26,OTCX,,,OTCX OTC LINK ECN ATS,ATS_W_SMBL_FIRM
274816.0,CURR,CURE Pharmaceutical Holding Corp. Common Stock,2022-02-07,2022-01-07,OTCE,2022-02-07,OTCE,2022-01-03,98566.0,127,2022-01-03,,0.0,,De Minimis Firms,OTC_W_SMBL_FIRM
6240.0,CURR,CURE Pharmaceutical Holding Corp. Common Stock,2022-02-07,2022-01-05,OTC,2022-02-07,OTCE,2022-01-03,2339.0,3,2022-01-03,OTCN,,,OTCN OTC LINK NQB IDQS,ATS_W_SMBL_FIRM
274816.0,CURR,CURE Pharmaceutical Holding Corp. Common Stock,2022-02-07,2022-01-07,OTCE,2022-02-07,OTCE,2022-01-03,98566.0,127,2022-01-03,,,OTCE,,OTC_W_SMBL
6240.0,CURR,CURE Pharmaceutical Holding Corp. Common Stock,2022-02-07,2022-01-05,OTC,2022-02-07,OTCE,2022-01-03,2339.0,3,2022-01-03,,,OTCE,,ATS_W_SMBL
772469.0,CURR,CURE Pharmaceutical Holding Corp. Common Stock,2022-03-21,2022-02-18,OTCE,2022-03-21,OTCE,2022-02-14,363361.0,190,2022-02-14,,0.0,,De Minimis Firms,OTC_W_SMBL_FIRM
772469.0,CURR,CURE Pharmaceutical Holding Corp. Common Stock,2022-03-21,2022-02-18,OTCE,2022-03-21,OTCE,2022-02-14,363361.0,190,2022-02-14,,,OTCE,,OTC_W_SMBL
551.0,CURR,CURE Pharmaceutical Holding Corp. Common Stock,2022-03-21,2022-02-18,OTC,2022-03-21,OTCE,2022-02-14,237.0,1,2022-02-14,,,OTCE,,ATS_W_SMBL
551.0,CURR,CURE Pharmaceutical Holding Corp. Common Stock,2022-03-21,2022-02-18,OTC,2022-03-21,OTCE,2022-02-14,237.0,1,2022-02-14,OTCX,,,OTCX OTC LINK ECN ATS,ATS_W_SMBL_FIRM
16470.0,CURR,CURE Pharmaceutical Holding Corp. Common Stock,2023-01-23,2022-12-22,OTC,2023-01-23,OTCE,2022-12-19,2214.0,6,2022-12-19,,,OTCE,,ATS_W_SMBL
16470.0,CURR,CURE Pharmaceutical Holding Corp. Common Stock,2023-01-23,2022-12-22,OTC,2023-01-23,OTCE,2022-12-19,2214.0,6,2022-12-19,OTCX,,,OTCX OTC LINK ECN ATS,ATS_W_SMBL_FIRM
175464.0,CURR,CURE Pharmaceutical Holding Corp. Common Stock,2023-01-23,2022-12-23,OTCE,2023-01-23,OTCE,2022-12-19,23658.0,56,2022-12-19,,0.0,,De Minimis Firms,OTC_W_SMBL_FIRM
175464.0,CURR,CURE Pharmaceutical Holding Corp. Common Stock,2023-01-23,2022-12-23,OTCE,2023-01-23,OTCE,2022-12-19,23658.0,56,2022-12-19,,,OTCE,,OTC_W_SMBL
488016.0,CURR,CURE Pharmaceutical Holding Corp. Common Stock,2022-04-11,2022-03-11,OTCE,2022-04-11,OTCE,2022-03-07,118481.0,142,2022-03-07,,0.0,,De Minimis Firms,OTC_W_SMBL_FIRM
5200.0,CURR,CURE Pharmaceutical Holding Corp. Common Stock,2022-04-11,2022-03-11,OTC,2022-04-11,OTCE,2022-03-07,1100.0,2,2022-03-07,,,OTCE,,ATS_W_SMBL
488016.0,CURR,CURE Pharmaceutical Holding Corp. Common Stock,2022-04-11,2022-03-11,OTCE,2022-04-11,OTCE,2022-03-07,118481.0,142,2022-03-07,,,OTCE,,OTC_W_SMBL
5200.0,CURR,CURE Pharmaceutical Holding Corp. Common Stock,2022-04-11,2022-03-11,OTC,2022-04-11,OTCE,2022-03-07,1100.0,2,2022-03-07,OTCX,,,OTCX OTC LINK ECN ATS,ATS_W_SMBL_FIRM
23708.0,CURR,CURE Pharmaceutical Holding Corp. Common Stock,2023-03-13,2023-02-10,OTC,2023-03-13,OTCE,2023-02-06,4571.0,8,2023-02-06,OTCX,,,OTCX OTC LINK ECN ATS,ATS_W_SMBL_FIRM
527723.0,CURR,CURE Pharmaceutical Holding Corp. Common Stock,2023-03-13,2023-02-10,OTCE,2023-03-13,OTCE,2023-02-06,109345.0,142,2023-02-06,,,OTCE,,OTC_W_SMBL
527723.0,CURR,CURE Pharmaceutical Holding Corp. Common Stock,2023-03-13,2023-02-10,OTCE,2023-03-13,OTCE,2023-02-06,109345.0,142,2023-02-06,,0.0,,De Minimis Firms,OTC_W_SMBL_FIRM
23708.0,CURR,CURE Pharmaceutical Holding Corp. Common Stock,2023-03-13,2023-02-10,OTC,2023-03-13,OTCE,2023-02-06,4571.0,8,2023-02-06,,,OTCE,,ATS_W_SMBL
527122.0,CURR,CURE Pharmaceutical Holding Corp. Common Stock,2022-06-13,2022-05-13,OTCE,2022-06-13,OTCE,2022-05-09,168786.0,149,2022-05-09,,,OTCE,,OTC_W_SMBL
37000.0,CURR,CURE Pharmaceutical Holding Corp. Common Stock,2022-06-13,2022-05-12,OTC,2022-06-13,OTCE,2022-05-09,10905.0,10,2022-05-09,OTCX,,,OTCX OTC LINK ECN ATS,ATS_W_SMBL_FIRM
527122.0,CURR,CURE Pharmaceutical Holding Corp. Common Stock,2022-06-13,2022-05-13,OTCE,2022-06-13,OTCE,2022-05-09,168786.0,149,2022-05-09,,0.0,,De Minimis Firms,OTC_W_SMBL_FIRM
37000.0,CURR,CURE Pharmaceutical Holding Corp. Common Stock,2022-06-13,2022-05-12,OTC,2022-06-13,OTCE,2022-05-09,10905.0,10,2022-05-09,,,OTCE,,ATS_W_SMBL
49359.0,CURR,CURE Pharmaceutical Holding Corp. Common Stock,2023-07-10,2023-06-09,OTCE,2023-07-10,OTCE,2023-06-05,6386.0,28,2023-06-05,,0.0,,De Minimis Firms,OTC_W_SMBL_FIRM
49359.0,CURR,CURE Pharmaceutical Holding Corp. Common Stock,2023-07-10,2023-06-09,OTCE,2023-07-10,OTCE,2023-06-05,6386.0,28,2023-06-05,,,OTCE,,OTC_W_SMBL
172442.0,CURR,CURE Pharmaceutical Holding Corp. Common Stock,2023-01-09,2022-12-09,OTCE,2023-01-09,OTCE,2022-12-05,25804.0,53,2022-12-05,,,OTCE,,OTC_W_SMBL
172442.0,CURR,CURE Pharmaceutical Holding Corp. Common Stock,2023-01-09,2022-12-09,OTCE,2023-01-09,OTCE,2022-12-05,25804.0,53,2022-12-05,,0.0,,De Minimis Firms,OTC_W_SMBL_FIRM
139109.0,CURR,CURE Pharmaceutical Holding Corp. Common Stock,2023-07-31,2023-06-30,OTCE,2023-07-31,OTCE,2023-06-26,14801.0,39,2023-06-26,,,OTCE,,OTC_W_SMBL
139109.0,CURR,CURE Pharmaceutical Holding Corp. Common Stock,2023-07-31,2023-06-30,OTCE,2023-07-31,OTCE,2023-06-26,14801.0,39,2023-06-26,,0.0,,De Minimis Firms,OTC_W_SMBL_FIRM
6920.0,CURR,CURE Pharmaceutical Holding Corp. Common Stock,2023-07-31,2023-06-29,OTC,2023-07-31,OTCE,2023-06-26,824.0,3,2023-06-26,OTCN,,,OTCN OTC LINK NQB IDQS,ATS_W_SMBL_FIRM
6920.0,CURR,CURE Pharmaceutical Holding Corp. Common Stock,2023-07-31,2023-06-29,OTC,2023-07-31,OTCE,2023-06-26,824.0,3,2023-06-26,,,OTCE,,ATS_W_SMBL
121016.0,CURR,CURE Pharmaceutical Holding Corp. Common Stock,2023-08-14,2023-07-14,OTCE,2023-08-14,OTCE,2023-07-10,13239.0,29,2023-07-10,,0.0,,De Minimis Firms,OTC_W_SMBL_FIRM
121016.0,CURR,CURE Pharmaceutical Holding Corp. Common Stock,2023-08-14,2023-07-14,OTCE,2023-08-14,OTCE,2023-07-10,13239.0,29,2023-07-10,,,OTCE,,OTC_W_SMBL
541846.0,CURR,CURE Pharmaceutical Holding Corp. Common Stock,2022-01-24,2021-12-23,OTCE,2022-01-24,OTCE,2021-12-20,172601.0,147,2021-12-20,,0.0,,De Minimis Firms,OTC_W_SMBL_FIRM
11800.0,CURR,CURE Pharmaceutical Holding Corp. Common Stock,2022-01-24,2021-12-23,OTC,2022-01-24,OTCE,2021-12-20,3612.0,4,2021-12-20,,,OTCE,,ATS_W_SMBL
5000.0,CURR,CURE Pharmaceutical Holding Corp. Common Stock,2022-01-24,2021-12-23,OTC,2022-01-24,OTCE,2021-12-20,1550.0,1,2021-12-20,OTCN,,,OTCN OTC LINK NQB IDQS,ATS_W_SMBL_FIRM
541846.0,CURR,CURE Pharmaceutical Holding Corp. Common Stock,2022-01-24,2021-12-23,OTCE,2022-01-24,OTCE,2021-12-20,172601.0,147,2021-12-20,,,OTCE,,OTC_W_SMBL
6800.0,CURR,CURE Pharmaceutical Holding Corp. Common Stock,2022-01-24,2021-12-20,OTC,2022-01-24,OTCE,2021-12-20,2062.0,3,2021-12-20,ARCA,,,ARCA GLOBAL OTC,ATS_W_SMBL_FIRM
240569.0,CURR,CURE Pharmaceutical Holding Corp. Common Stock,2023-05-15,2023-04-14,OTCE,2023-05-15,OTCE,2023-04-10,30007.0,52,2023-04-10,,,OTCE,,OTC_W_SMBL
19000.0,CURR,CURE Pharmaceutical Holding Corp. Common Stock,2023-05-15,2023-04-13,OTC,2023-05-15,OTCE,2023-04-10,2201.0,4,2023-04-10,,,OTCE,,ATS_W_SMBL
240569.0,CURR,CURE Pharmaceutical Holding Corp. Common Stock,2023-05-15,2023-04-14,OTCE,2023-05-15,OTCE,2023-04-10,30007.0,52,2023-04-10,,0.0,,De Minimis Firms,OTC_W_SMBL_FIRM
19000.0,CURR,CURE Pharmaceutical Holding Corp. Common Stock,2023-05-15,2023-04-13,OTC,2023-05-15,OTCE,2023-04-10,2201.0,4,2023-04-10,OTCX,,,OTCX OTC LINK ECN ATS,ATS_W_SMBL_FIRM
1128931.0,CURR,CURE Pharmaceutical Holding Corp. Common Stock,2022-04-04,2022-03-04,OTCE,2022-04-04,OTCE,2022-02-28,313485.0,449,2022-02-28,,0.0,,De Minimis Firms,OTC_W_SMBL_FIRM
1128931.0,CURR,CURE Pharmaceutical Holding Corp. Common Stock,2022-04-04,2022-03-04,OTCE,2022-04-04,OTCE,2022-02-28,313485.0,449,2022-02-28,,,OTCE,,OTC_W_SMBL
57664.0,CURR,CURE Pharmaceutical Holding Corp. Common Stock,2022-04-04,2022-03-04,OTC,2022-04-04,OTCE,2022-02-28,14082.0,24,2022-02-28,,,OTCE,,ATS_W_SMBL
57664.0,CURR,CURE Pharmaceutical Holding Corp. Common Stock,2022-04-04,2022-03-04,OTC,2022-04-04,OTCE,2022-02-28,14082.0,24,2022-02-28,OTCX,,,OTCX OTC LINK ECN ATS,ATS_W_SMBL_FIRM
80016.0,CURR,CURE Pharmaceutical Holding Corp. Common Stock,2023-06-12,2023-05-12,OTCE,2023-06-12,OTCE,2023-05-08,11558.0,22,2023-05-08,,0.0,,De Minimis Firms,OTC_W_SMBL_FIRM
80016.0,CURR,CURE Pharmaceutical Holding Corp. Common Stock,2023-06-12,2023-05-12,OTCE,2023-06-12,OTCE,2023-05-08,11558.0,22,2023-05-08,,,OTCE,,OTC_W_SMBL
221307.0,CURR,CURE Pharmaceutical Holding Corp. Common Stock,2023-01-03,2022-12-02,OTCE,2023-01-03,OTCE,2022-11-28,36478.0,49,2022-11-28,,0.0,,De Minimis Firms,OTC_W_SMBL_FIRM
26290.0,CURR,CURE Pharmaceutical Holding Corp. Common Stock,2023-01-03,2022-12-02,OTC,2023-01-03,OTCE,2022-11-28,4234.0,6,2022-11-28,OTCX,,,OTCX OTC LINK ECN ATS,ATS_W_SMBL_FIRM
26290.0,CURR,CURE Pharmaceutical Holding Corp. Common Stock,2023-01-03,2022-12-02,OTC,2023-01-03,OTCE,2022-11-28,4234.0,6,2022-11-28,,,OTCE,,ATS_W_SMBL
221307.0,CURR,CURE Pharmaceutical Holding Corp. Common Stock,2023-01-03,2022-12-02,OTCE,2023-01-03,OTCE,2022-11-28,36478.0,49,2022-11-28,,,OTCE,,OTC_W_SMBL
935404.0,CURR,CURE Pharmaceutical Holding Corp. Common Stock,2022-05-02,2022-04-01,OTCE,2022-05-02,OTCE,2022-03-28,250975.0,236,2022-03-28,,,OTCE,,OTC_W_SMBL
75019.0,CURR,CURE Pharmaceutical Holding Corp. Common Stock,2022-05-02,2022-03-31,OTC,2022-05-02,OTCE,2022-03-28,19590.0,20,2022-03-28,OTCX,,,OTCX OTC LINK ECN ATS,ATS_W_SMBL_FIRM
75019.0,CURR,CURE Pharmaceutical Holding Corp. Common Stock,2022-05-02,2022-03-31,OTC,2022-05-02,OTCE,2022-03-28,19590.0,20,2022-03-28,,,OTCE,,ATS_W_SMBL
935404.0,CURR,CURE Pharmaceutical Holding Corp. Common Stock,2022-05-02,2022-04-01,OTCE,2022-05-02,OTCE,2022-03-28,250975.0,236,2022-03-28,,0.0,,De Minimis Firms,OTC_W_SMBL_FIRM
33900.0,CURR,CURE Pharmaceutical Holding Corp. Common Stock,2022-05-31,2022-04-28,OTC,2022-05-31,OTCE,2022-04-25,12322.0,14,2022-04-25,,,OTCE,,ATS_W_SMBL
33900.0,CURR,CURE Pharmaceutical Holding Corp. Common Stock,2022-05-31,2022-04-28,OTC,2022-05-31,OTCE,2022-04-25,12322.0,14,2022-04-25,OTCX,,,OTCX OTC LINK ECN ATS,ATS_W_SMBL_FIRM
553638.0,CURR,CURE Pharmaceutical Holding Corp. Common Stock,2022-05-31,2022-04-29,OTCE,2022-05-31,OTCE,2022-04-25,200206.0,165,2022-04-25,,0.0,,De Minimis Firms,OTC_W_SMBL_FIRM
553638.0,CURR,CURE Pharmaceutical Holding Corp. Common Stock,2022-05-31,2022-04-29,OTCE,2022-05-31,OTCE,2022-04-25,200206.0,165,2022-04-25,,,OTCE,,OTC_W_SMBL
123326.0,CURR,CURE Pharmaceutical Holding Corp. Common Stock,2023-04-17,2023-03-16,OTC,2023-04-17,OTCE,2023-03-13,14088.0,19,2023-03-13,,,OTCE,,ATS_W_SMBL
1363915.0,CURR,CURE Pharmaceutical Holding Corp. Common Stock,2023-04-17,2023-03-17,OTCE,2023-04-17,OTCE,2023-03-13,158797.0,100,2023-03-13,,,OTCE,,OTC_W_SMBL
123326.0,CURR,CURE Pharmaceutical Holding Corp. Common Stock,2023-04-17,2023-03-16,OTC,2023-04-17,OTCE,2023-03-13,14088.0,19,2023-03-13,OTCX,,,OTCX OTC LINK ECN ATS,ATS_W_SMBL_FIRM
1363915.0,CURR,CURE Pharmaceutical Holding Corp. Common Stock,2023-04-17,2023-03-17,OTCE,2023-04-17,OTCE,2023-03-13,158797.0,100,2023-03-13,,0.0,,De Minimis Firms,OTC_W_SMBL_FIRM
57036.0,CURR,CURE Pharmaceutical Holding Corp. Common Stock,2023-05-30,2023-04-28,OTCE,2023-05-30,OTCE,2023-04-24,7270.0,23,2023-04-24,,0.0,,De Minimis Firms,OTC_W_SMBL_FIRM
2000.0,CURR,CURE Pharmaceutical Holding Corp. Common Stock,2023-05-30,2023-04-24,OTC,2023-05-30,OTCE,2023-04-24,218.0,1,2023-04-24,,,OTCE,,ATS_W_SMBL
2000.0,CURR,CURE Pharmaceutical Holding Corp. Common Stock,2023-05-30,2023-04-24,OTC,2023-05-30,OTCE,2023-04-24,218.0,1,2023-04-24,OTCN,,,OTCN OTC LINK NQB IDQS,ATS_W_SMBL_FIRM
57036.0,CURR,CURE Pharmaceutical Holding Corp. Common Stock,2023-05-30,2023-04-28,OTCE,2023-05-30,OTCE,2023-04-24,7270.0,23,2023-04-24,,,OTCE,,OTC_W_SMBL
191274.0,CURR,CURE Pharmaceutical Holding Corp. Common Stock,2023-07-17,2023-06-16,OTCE,2023-07-17,OTCE,2023-06-12,22964.0,35,2023-06-12,,0.0,,De Minimis Firms,OTC_W_SMBL_FIRM
191274.0,CURR,CURE Pharmaceutical Holding Corp. Common Stock,2023-07-17,2023-06-16,OTCE,2023-07-17,OTCE,2023-06-12,22964.0,35,2023-06-12,,,OTCE,,OTC_W_SMBL
295547.0,CURR,CURE Pharmaceutical Holding Corp. Common Stock,2023-04-24,2023-03-24,OTCE,2023-04-24,OTCE,2023-03-20,42773.0,70,2023-03-20,,0.0,,De Minimis Firms,OTC_W_SMBL_FIRM
94450.0,CURR,CURE Pharmaceutical Holding Corp. Common Stock,2023-04-24,2023-03-22,OTC,2023-04-24,OTCE,2023-03-20,13648.0,12,2023-03-20,,,OTCE,,ATS_W_SMBL
94450.0,CURR,CURE Pharmaceutical Holding Corp. Common Stock,2023-04-24,2023-03-22,OTC,2023-04-24,OTCE,2023-03-20,13648.0,12,2023-03-20,OTCX,,,OTCX OTC LINK ECN ATS,ATS_W_SMBL_FIRM
295547.0,CURR,CURE Pharmaceutical Holding Corp. Common Stock,2023-04-24,2023-03-24,OTCE,2023-04-24,OTCE,2023-03-20,42773.0,70,2023-03-20,,,OTCE,,OTC_W_SMBL
44987.0,CURR,CURE Pharmaceutical Holding Corp. Common Stock,2022-05-23,2022-04-21,OTC,2022-05-23,OTCE,2022-04-18,13633.0,13,2022-04-18,,,OTCE,,ATS_W_SMBL
5000.0,CURR,CURE Pharmaceutical Holding Corp. Common Stock,2022-05-23,2022-04-18,OTC,2022-05-23,OTCE,2022-04-18,1600.0,1,2022-04-18,ARCA,,,ARCA GLOBAL OTC,ATS_W_SMBL_FIRM
1028654.0,CURR,CURE Pharmaceutical Holding Corp. Common Stock,2022-05-23,2022-04-22,OTCE,2022-05-23,OTCE,2022-04-18,314881.0,171,2022-04-18,,0.0,,De Minimis Firms,OTC_W_SMBL_FIRM
39987.0,CURR,CURE Pharmaceutical Holding Corp. Common Stock,2022-05-23,2022-04-21,OTC,2022-05-23,OTCE,2022-04-18,12033.0,12,2022-04-18,OTCX,,,OTCX OTC LINK ECN ATS,ATS_W_SMBL_FIRM
1028654.0,CURR,CURE Pharmaceutical Holding Corp. Common Stock,2022-05-23,2022-04-22,OTCE,2022-05-23,OTCE,2022-04-18,314881.0,171,2022-04-18,,,OTCE,,OTC_W_SMBL
851876.0,CURR,CURE Pharmaceutical Holding Corp. Common Stock,2022-02-14,2022-01-14,OTCE,2022-02-14,OTCE,2022-01-10,279125.0,170,2022-01-10,,0.0,,De Minimis Firms,OTC_W_SMBL_FIRM
112500.0,CURR,CURE Pharmaceutical Holding Corp. Common Stock,2022-02-14,2022-01-14,OTC,2022-02-14,OTCE,2022-01-10,38108.0,16,2022-01-10,,,OTCE,,ATS_W_SMBL
851876.0,CURR,CURE Pharmaceutical Holding Corp. Common Stock,2022-02-14,2022-01-14,OTCE,2022-02-14,OTCE,2022-01-10,279125.0,170,2022-01-10,,,OTCE,,OTC_W_SMBL
112500.0,CURR,CURE Pharmaceutical Holding Corp. Common Stock,2022-02-14,2022-01-14,OTC,2022-02-14,OTCE,2022-01-10,38108.0,16,2022-01-10,OTCN,,,OTCN OTC LINK NQB IDQS,ATS_W_SMBL_FIRM
103732.0,CURR,CURE Pharmaceutical Holding Corp. Common Stock,2023-05-22,2023-04-21,OTCE,2023-05-22,OTCE,2023-04-17,13379.0,32,2023-04-17,,,OTCE,,OTC_W_SMBL
103732.0,CURR,CURE Pharmaceutical Holding Corp. Common Stock,2023-05-22,2023-04-21,OTCE,2023-05-22,OTCE,2023-04-17,13379.0,32,2023-04-17,,0.0,,De Minimis Firms,OTC_W_SMBL_FIRM
254854.0,CURR,CURE Pharmaceutical Holding Corp. Common Stock,2023-02-27,2023-01-27,OTCE,2023-02-27,OTCE,2023-01-23,71948.0,90,2023-01-23,,0.0,,De Minimis Firms,OTC_W_SMBL_FIRM
254854.0,CURR,CURE Pharmaceutical Holding Corp. Common Stock,2023-02-27,2023-01-27,OTCE,2023-02-27,OTCE,2023-01-23,71948.0,90,2023-01-23,,,OTCE,,OTC_W_SMBL
15000.0,CURR,CURE Pharmaceutical Holding Corp. Common Stock,2023-02-27,2023-01-23,OTC,2023-02-27,OTCE,2023-01-23,4050.0,4,2023-01-23,OTCX,,,OTCX OTC LINK ECN ATS,ATS_W_SMBL_FIRM
21000.0,CURR,CURE Pharmaceutical Holding Corp. Common Stock,2023-02-27,2023-01-27,OTC,2023-02-27,OTCE,2023-01-23,5688.0,6,2023-01-23,,,OTCE,,ATS_W_SMBL
6000.0,CURR,CURE Pharmaceutical Holding Corp. Common Stock,2023-02-27,2023-01-27,OTC,2023-02-27,OTCE,2023-01-23,1638.0,2,2023-01-23,ARCA,,,ARCA GLOBAL OTC,ATS_W_SMBL_FIRM
34400.0,CURR,CURE Pharmaceutical Holding Corp. Common Stock,2022-12-12,2022-11-10,OTC,2022-12-12,OTCE,2022-11-07,6148.0,5,2022-11-07,,,OTCE,,ATS_W_SMBL
318321.0,CURR,CURE Pharmaceutical Holding Corp. Common Stock,2022-12-12,2022-11-11,OTCE,2022-12-12,OTCE,2022-11-07,56049.0,86,2022-11-07,,,OTCE,,OTC_W_SMBL
318321.0,CURR,CURE Pharmaceutical Holding Corp. Common Stock,2022-12-12,2022-11-11,OTCE,2022-12-12,OTCE,2022-11-07,56049.0,86,2022-11-07,,0.0,,De Minimis Firms,OTC_W_SMBL_FIRM
34400.0,CURR,CURE Pharmaceutical Holding Corp. Common Stock,2022-12-12,2022-11-10,OTC,2022-12-12,OTCE,2022-11-07,6148.0,5,2022-11-07,OTCX,,,OTCX OTC LINK ECN ATS,ATS_W_SMBL_FIRM
280999.0,CURR,CURE Pharmaceutical Holding Corp. Common Stock,2022-03-28,2022-02-25,OTCE,2022-03-28,OTCE,2022-02-21,122533.0,116,2022-02-21,,0.0,,De Minimis Firms,OTC_W_SMBL_FIRM
280999.0,CURR,CURE Pharmaceutical Holding Corp. Common Stock,2022-03-28,2022-02-25,OTCE,2022-03-28,OTCE,2022-02-21,122533.0,116,2022-02-21,,,OTCE,,OTC_W_SMBL
32500.0,CURR,CURE Pharmaceutical Holding Corp. Common Stock,2022-03-28,2022-02-25,OTC,2022-03-28,OTCE,2022-02-21,14745.0,10,2022-02-21,OTCN,,,OTCN OTC LINK NQB IDQS,ATS_W_SMBL_FIRM
32500.0,CURR,CURE Pharmaceutical Holding Corp. Common Stock,2022-03-28,2022-02-25,OTC,2022-03-28,OTCE,2022-02-21,14745.0,10,2022-02-21,,,OTCE,,ATS_W_SMBL
