ts_recv,ts_event,rtype,publisher_id,instrument_id,action,side,depth,price,size,flags,ts_in_delta,sequence,symbol,dataset
2026-05-18 15:08:56.786644085+00:00,2026-05-18 15:08:56.786390462+00:00,0,43,19474,T,N,0,3.09,69,128,199716,24320281,CURR,ARCX.PILLAR
2026-05-18 15:08:56.786650509+00:00,2026-05-18 15:08:56.786421444+00:00,0,43,19474,T,N,0,3.09,59,0,199788,24320283,CURR,ARCX.PILLAR
2026-05-18 15:08:56.786650509+00:00,2026-05-18 15:08:56.786421444+00:00,0,43,19474,T,N,0,3.09,32,128,199788,24320284,CURR,ARCX.PILLAR
2026-05-18 15:08:56.796335900+00:00,2026-05-18 15:08:56.796125959+00:00,0,43,19474,T,N,0,3.1,25,128,199506,24320353,CURR,ARCX.PILLAR
2026-05-18 15:08:56.796395737+00:00,2026-05-18 15:08:56.796187326+00:00,0,43,19474,T,N,0,3.1,25,128,199629,24320354,CURR,ARCX.PILLAR
2026-05-18 15:17:38.191092984+00:00,2026-05-18 15:17:38.190879985+00:00,0,43,19474,T,N,0,3.07,100,128,199446,25514959,CURR,ARCX.PILLAR
2026-05-18 15:19:15.027984396+00:00,2026-05-18 15:19:15.027772441+00:00,0,43,19474,T,N,0,3.07,25,128,199546,25698893,CURR,ARCX.PILLAR
2026-05-18 15:19:15.028053132+00:00,2026-05-18 15:19:15.027844288+00:00,0,43,19474,T,N,0,3.07,25,128,199410,25698894,CURR,ARCX.PILLAR
2026-05-18 15:19:15.028266350+00:00,2026-05-18 15:19:15.028054492+00:00,0,43,19474,T,B,0,3.07,500,0,199401,25698897,CURR,ARCX.PILLAR
2026-05-18 15:19:15.028509268+00:00,2026-05-18 15:19:15.028296457+00:00,0,43,19474,T,N,0,3.07,110,128,199573,25698907,CURR,ARCX.PILLAR
2026-05-18 15:19:15.128579949+00:00,2026-05-18 15:19:15.128362093+00:00,0,43,19474,T,A,0,3.06,500,0,199323,25699366,CURR,ARCX.PILLAR
2026-05-18 15:19:15.164622086+00:00,2026-05-18 15:19:15.164407982+00:00,0,43,19474,T,A,0,3.04,100,0,199328,25699439,CURR,ARCX.PILLAR
2026-05-18 15:19:15.201396378+00:00,2026-05-18 15:19:15.201180014+00:00,0,43,19474,T,A,0,3.03,600,0,199679,25699527,CURR,ARCX.PILLAR
2026-05-18 15:19:16.653462769+00:00,2026-05-18 15:19:16.653250156+00:00,0,43,19474,T,A,0,2.99,100,0,199529,25704964,CURR,ARCX.PILLAR
2026-05-18 15:19:16.653617204+00:00,2026-05-18 15:19:16.653406002+00:00,0,43,19474,T,N,0,2.99,100,128,199613,25704966,CURR,ARCX.PILLAR
2026-05-18 15:19:17.271377825+00:00,2026-05-18 15:19:17.271165889+00:00,0,43,19474,T,N,0,2.98,100,128,199729,25706837,CURR,ARCX.PILLAR
2026-05-18 15:19:17.271394091+00:00,2026-05-18 15:19:17.271183815+00:00,0,43,19474,T,N,0,2.98,50,128,199358,25706838,CURR,ARCX.PILLAR
